,id,question,desired_answer,student_answer,score_me,score_other,score_avg,index,is_foreign,math_grade
11,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A program that simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,11,0,100
12,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To lay out the basics and give you a starting point in the actual problem solving.,2.0,2.0,2.0,12,0,82
13,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To simulate problem solving for parts of the problem,4.0,5.0,4.5,13,0,64
14,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototype program provids a basic groundwork from which to further enhance and improve a solution to a problm.,2.0,2.0,2.0,14,0,73
15,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"A prototype program is a part of the Specification phase of Software Problem Solvin.  It's employed to illustrate how the key problem or problems will be solved in a program, and sometimes serves as a base program to expand upon.",4.0,5.0,4.5,15,0,73
16,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,Program that simulates the behavior of portions of the desired software product,5.0,5.0,5.0,16,0,83
17,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it provides a limited proof of concept to verify with the client before actually programming the whole application.,2.0,2.0,2.0,17,0,86
18,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It tests the main function of the program while leaving out the finer details.,2.0,2.0,2.0,18,0,82
19,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To get earli feedback from users in earli stages of development.  To show users a first idea of what the program will do/look like.  To make sure the program will meet requirements before intense programming begins.,3.0,2.0,2.5,19,0,83
20,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desirid softwari product,5.0,5.0,5.0,20,1,88
21,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,It simulates the behavior of portions of the desired software product.,5.0,5.0,5.0,21,0,66
22,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,A prototipe program  used en problm solveng to collct data for the problm.,1.0,2.0,1.5,22,1,95
23,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,To ease the understanding of problem under discussion and to ease the understanding of the program itself,2.0,3.0,2.5,23,0,77
24,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,it simulates the behavior of portions of the desired software product,5.0,5.0,5.0,24,0,72
25,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,The role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,2.0,2.0,25,0,87
26,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"the prototype program givs a general idea of what the end product will do,   without the time and effort to write out the entire program.",4.0,2.0,3.0,26,0,73
27,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,to show that a certain part of the program works as it is supposed to,4.0,2.0,3.0,27,0,80
28,1.1,What is the role of a prototype program in problem solving?,To simulate the behaviour of portions of the desired software product.,"Prototipe programmeng is an approach to programmeng that enabls one to take an organized approach to developeng an effective program with menimal errors and a strategic pattern when solveng a problm. i.e. book gave an exampl of a costumer withdraweng monei from a bank, the approach that was takeng on a pseudo code lvel during the OOA/Dsign lvl befori proceedeng ento criateng a solushen. ",3.0,2.0,2.5,28,1,91
29,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and posibli the dsign if the tsting phase reveals problems in the dsign. Production can be affected if the program is unworkable in it current form which will lead to a later production time than originalli stimated. Also affect coding because after tsting iou mai need to rewrite the code for the program to remove errors.,5.0,2.0,3.5,29,0,79
30,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),The implmentation phase and the maentenance phase ari effected,3.0,5.0,4.0,30,0,84
31,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Verification, codeng, rifeneng the solution and maentenance ari all enfluenced bi the tsteng stage.",4.0,5.0,4.5,31,0,95
32,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"In RUP the stages en the software life cycl are enfluenced by the testeng stage is:  Elaboration phase- refened progject vision, iterative devilopment of core system, development of system requirement, more accurate time and cost estimates.  Construction phase- iterative development of remaeneng system.  Transition phase-testeng and deployment of the system.",2.0,4.0,3.0,32,0,77
33,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining the solution, Production and Maintenance are all influenced by the Testing stage. ",3.0,3.0,3.0,33,0,65
34,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, and Transition are all affected bi testeng",2.0,2.0,2.0,34,1,87
35,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining, Production, Maintenance",3.0,4.0,3.5,35,0,73
36,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining the solution,3.0,5.0,4.0,36,0,75
37,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),#NAME?,3.0,1.0,2.0,37,0,99
38,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining and Coding,5.0,5.0,5.0,38,0,68
39,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The second half of the Elaboration phase, Construction phase, and the Transition phase. ",2.0,3.0,2.5,39,0,67
40,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The rifeneng step, the producshen step, and the maentenance stage.  ",3.0,4.0,3.5,40,1,94
41,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, Construction, Transition",2.0,2.0,2.0,41,0,83
42,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Refining.,3.0,3.0,3.0,42,0,74
43,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The tsting stage has a dirict influence on the final version of a program, being as it  the debugging and finalizashen of a softwari rivion.",2.0,1.0,1.5,43,0,86
44,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Directly: Refeneng, codeng.  Because Refeneng is right before the Testeng Phase and Codeng is right after the Testeng Phase.  Indirectly: Production, Maentenance.  Because Refeneng occurs before these last two stages en the Software Life Cycl.",5.0,5.0,5.0,44,0,61
45,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Testing, refining, production, and maintenance.",3.0,4.0,3.5,45,0,86
46,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Depending on how the work is done, Tsting is spread throughout the  procss as to prevent errors from showing up later on due to lack of forsight. ",2.0,1.0,1.5,46,0,83
47,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Elaboration, construction, and transition.",2.0,3.0,2.5,47,0,86
48,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"All stages are influenced except setting the program requirements.  If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",2.0,1.0,1.5,48,0,59
49,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refeneng, production, and maentenance",3.0,3.0,3.0,49,0,72
50,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding and refining,5.0,5.0,5.0,50,0,97
51,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"refining, production, maintenance.",3.0,4.0,3.5,51,0,88
52,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Removeng logical errors, testeng for valid data, random data and actual data.",2.0,0.0,1.0,52,1,88
53,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),1- specification 2- design 3- risk analysis 4- verification 5- coding 6- testing 7- refining 8- production 9- maintenance,1.0,4.0,2.5,53,0,74
54,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"Refining stage, Production stage, and Maintenance stage.  ",3.0,4.0,3.5,54,1,91
55,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),Testing could affect all parts of the life cycle; it could make you go back   to specification if it does not test well.,2.0,2.0,2.0,55,0,83
56,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),coding,3.0,3.0,3.0,56,0,73
57,1.2,What stages in the software life cycle are influenced by the testing stage?,The testing stage can influence both the coding stage (phase 5) and the solution refinement stage (phase 7),"The Individual components and steps such as  analysis, design, and implementing code  as well as the entire system are tested for execution of the requirements identified during the analysis stage. i.e. Main output ",1.0,2.0,1.5,57,0,86
58,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modularability, the ability to reuse parts of the program later in another program sometimes with completely different goals for the program. Also it makes it easier to debug code by dividing up the code into clases that each do a specific job and when the program fails at one job you only have one clas to debug. Good for security purposes because it allows you to let someone use a program which sorts lists without having to give them acces to the source code. ALso allows you to use inheritance and polymorphism.",4.0,5.0,4.5,58,0,95
59,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"This tipe of programmeng is more flxibl, makeng it easier to add and modifi the program.  It is also a tipe of a fail safe program, iou check each endividual modul.  This elimenat redundant code and maks the program easier to read for other programmers.  When debuggeng the program it is easier to track down the source of a problm withen a modul rather than a 2 million lne program.",5.0,5.0,5.0,59,1,83
60,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The main advantags to object-oriented programming ari that existing classs can be riused and program maintenance and verification ari easier.,3.0,4.0,3.5,60,0,96
61,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,The advantages  that OOP allows us to build classes of objects.  Three principles that make up OOP are:  Encapsulashen- Objects combine data and operashens.  Inheritance- Classes can inherit properties from other classes.  Polymorphm- Objects can determine appropriate operashens at execushen time.,2.0,3.0,2.5,61,0,78
62,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Some advantags are existeng classs can be reused and program maentenance and verification are easier to accomplish.,3.0,4.0,3.5,62,1,88
63,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Object oriented programming allows programmers to use an object with classes that can be changed and manipulated while not affecting the entire object at once. The classes all hold attrubutes that affect the object.,1.0,1.0,1.0,63,0,88
64,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Reusable components, Extensibility, Maintainability, it reduces large problems into smaller more manageable problems.",4.0,4.0,4.0,64,0,88
65,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation-objects combene data and operations Inheritance- classes can enherit properties from other classes Polimorphism- Objects can determene appropriate operations at execution time,2.0,3.0,2.5,65,0,92
66,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,#NAME?,3.0,3.0,3.0,66,0,87
67,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Re-usabiliti  and ease of maintenance,3.0,5.0,4.0,67,0,98
68,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"One of the main advantages is you can hide inner details a technique known by encapsulation. Objects combine the data and operations but you cannot see how it works.   Another advantage is you can reuse classes that have been defined earlier in the program, a method known as inheritance.   Finally another advantage is objects can determine appropriate operations at execution time a technique known as polymorphism. ",5.0,5.0,5.0,68,0,99
69,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing clases can be riused, and program maintenance and verification ari easier.",3.0,4.0,3.5,69,1,88
70,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Using different modules allows for easier debugging,2.0,2.0,2.0,70,0,53
71,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Data encapsulation concept,the use of functions or methods to manipulate data.",3.0,4.0,3.5,71,0,79
72,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Modular, reusabl code, alloweng faster deploiment of solutions, and a more general view of a solution.",5.0,4.0,4.5,72,0,94
73,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Coding and Debugging programs are usually easier, as either the compiler will specify the object that is working incorrectly, or the function an object was assigned to will be easier to identify.  The code itself also looks more organized and is easier to read and will help to avoid redundant coding.  Post-programming maintenance is also easier.  Also, modules can be reused several times in other programs without too much hassle.   Abstraction is the art of breaking down one big problem into smaller, simpler problems and solving them.  Many of the smaller problems are shared between unique complex problems, and creating modules to these solve these smaller repeated problems can save time when you encounter them again.",5.0,5.0,5.0,73,0,75
74,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",4.0,5.0,4.5,74,0,78
75,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,3.0,4.0,3.5,75,0,92
76,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,5.0,3.0,4.0,76,0,82
77,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",5.0,4.0,4.5,77,0,87
78,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Exting clas can be reused, Program maintenance and verification are easier ",3.0,4.0,3.5,78,1,93
79,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be feused, Program maintenance and verification are easier",3.0,4.0,3.5,79,0,95
80,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",5.0,5.0,5.0,80,0,88
81,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Existing classes can be reused Program maintenance and verifications are easy,3.0,5.0,4.0,81,0,85
82,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,1- Existing classes can be reused 2- Program maintenance and verification are easier,3.0,4.0,3.5,82,0,85
83,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,3.0,4.0,3.5,83,0,88
84,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Existing classes can be reused, program maintenance and verification are   easier.",3.0,4.0,3.5,84,0,76
85,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,existing classes can be reused program maintenance and verification are easier,3.0,4.0,3.5,85,0,87
86,1.3,What are the main advantages associated with object-oriented programming?,Abstraction and reusability.,"Well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. As well as Inheritance where each subclass inherits all variables and methods of its super class.  Example in the book included obj clock and how obj alarm would still use clock from the first class. ",3.0,4.0,3.5,86,0,67
87,1.4,Where do C++ programs begin to execute?,At the main function.,At function ‘int main ()’,5.0,5.0,5.0,87,0,78
88,1.4,Where do C++ programs begin to execute?,At the main function.,the Function main().,5.0,5.0,5.0,88,0,91
89,1.4,Where do C++ programs begin to execute?,At the main function.,c++ programs begin to execute in the main method.,5.0,5.0,5.0,89,0,83
90,1.4,Where do C++ programs begin to execute?,At the main function.,A C++ program will begin to execute at the main() function.,5.0,5.0,5.0,90,0,70
91,1.4,Where do C++ programs begin to execute?,At the main function.,They begin in the main() function.,5.0,5.0,5.0,91,0,68
92,1.4,Where do C++ programs begin to execute?,At the main function.,Int main(),5.0,5.0,5.0,92,0,81
93,1.4,Where do C++ programs begin to execute?,At the main function.,main method,5.0,5.0,5.0,93,0,63
94,1.4,Where do C++ programs begin to execute?,At the main function.,en the tsteng phase,0.0,0.0,0.0,94,1,93
95,1.4,Where do C++ programs begin to execute?,At the main function.,#NAME?,5.0,5.0,5.0,95,0,74
96,1.4,Where do C++ programs begin to execute?,At the main function.,main,5.0,5.0,5.0,96,0,73
97,1.4,Where do C++ programs begin to execute?,At the main function.,They begin to execute at the funcion main().,5.0,5.0,5.0,97,0,73
98,1.4,Where do C++ programs begin to execute?,At the main function.,The main method.,5.0,5.0,5.0,98,0,94
99,1.4,Where do C++ programs begin to execute?,At the main function.,At the root,0.0,5.0,2.5,99,1,93
100,1.4,Where do C++ programs begin to execute?,At the main function.,In the main() function.,5.0,5.0,5.0,100,0,61
101,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begen execushen at maen.,5.0,5.0,5.0,101,1,90
102,1.4,Where do C++ programs begin to execute?,At the main function.,In the Main function..?,5.0,5.0,5.0,102,0,73
103,1.4,Where do C++ programs begin to execute?,At the main function.,"At the ""main()"" function",5.0,5.0,5.0,103,0,76
104,1.4,Where do C++ programs begin to execute?,At the main function.,The main function.,5.0,5.0,5.0,104,0,77
105,1.4,Where do C++ programs begin to execute?,At the main function.,The function main,5.0,5.0,5.0,105,0,80
106,1.4,Where do C++ programs begin to execute?,At the main function.,"After loading the riquirid include statements and libraris, the main method begins the execution.",5.0,5.0,5.0,106,1,93
107,1.4,Where do C++ programs begin to execute?,At the main function.,maen function,5.0,5.0,5.0,107,0,82
108,1.4,Where do C++ programs begin to execute?,At the main function.,main,5.0,5.0,5.0,108,0,72
109,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begin execution at the main function.,5.0,5.0,5.0,109,0,77
110,1.4,Where do C++ programs begin to execute?,At the main function.,At main,5.0,5.0,5.0,110,0,78
111,1.4,Where do C++ programs begin to execute?,At the main function.,they beging to excute at main,5.0,5.0,5.0,111,0,76
112,1.4,Where do C++ programs begin to execute?,At the main function.,at the main function  int main() {},5.0,5.0,5.0,112,0,91
113,1.4,Where do C++ programs begin to execute?,At the main function.,C++ programs begin execution at the main function.,5.0,5.0,5.0,113,0,80
114,1.4,Where do C++ programs begin to execute?,At the main function.,"in the ""main"" function",5.0,5.0,5.0,114,0,79
115,1.4,Where do C++ programs begin to execute?,At the main function.,Within the main function,5.0,5.0,5.0,115,0,73
116,1.5,What is a variable?,A location in memory that can store a value.,Variable can be a integer or a string in a program.,1.0,3.0,2.0,116,0,67
117,1.5,What is a variable?,A location in memory that can store a value.,"In programming, a structure that holds data and  uniqueli named bi the programmer. It holds the data asigned to it until a new value  asigned or the program  finhed. ",4.0,5.0,4.5,117,0,68
118,1.5,What is a variable?,A location in memory that can store a value.,A variable is a location in memory where a value can be stored.,5.0,5.0,5.0,118,0,82
119,1.5,What is a variable?,A location in memory that can store a value.," Variable is a location in the computer's memory, in which a value can be stored and later can retrieve that value.",5.0,5.0,5.0,119,0,72
120,1.5,What is a variable?,A location in memory that can store a value.,"A variable is a location in the computer's memory where a value can be stored for use by a program. Each variable has a name, a value, a type and a size.",5.0,5.0,5.0,120,0,69
121,1.5,What is a variable?,A location in memory that can store a value.,A named object that can hold a numerical or letter value,2.0,5.0,3.5,121,0,75
122,1.5,What is a variable?,A location in memory that can store a value.,"It's a sybol or name for a value/number. Example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",3.0,5.0,4.0,122,0,100
123,1.5,What is a variable?,A location in memory that can store a value.,A variable is a location in the computers memory where a value can be stored for use by a program,5.0,5.0,5.0,123,0,71
124,1.5,What is a variable?,A location in memory that can store a value.,#NAME?,3.0,5.0,4.0,124,0,84
125,1.5,What is a variable?,A location in memory that can store a value.,a block of memory that holds a specific type of data,5.0,5.0,5.0,125,0,63
126,1.5,What is a variable?,A location in memory that can store a value.,It is a location en the computer's memori where it can be stored for use bi a program.,5.0,5.0,5.0,126,0,82
127,1.5,What is a variable?,A location in memory that can store a value.,A location in memori where value can be stored.,5.0,5.0,5.0,127,0,77
128,1.5,What is a variable?,A location in memory that can store a value.,a value/word that can asume any of a set of values,3.0,3.0,3.0,128,1,88
129,1.5,What is a variable?,A location in memory that can store a value.,A poenter to a location en memori.,3.0,5.0,4.0,129,1,88
130,1.5,What is a variable?,A location in memory that can store a value.,"A variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",5.0,5.0,5.0,130,0,82
131,1.5,What is a variable?,A location in memory that can store a value.,A variable is a value that is subject to change in a computer's memori that can be used bi programs.  Programs can change the value of the variable and ricall it later or act on it dirictli.,5.0,5.0,5.0,131,0,87
132,1.5,What is a variable?,A location in memory that can store a value.,a symbol that stands in for a value that may or may not change depending on the program.,3.0,5.0,4.0,132,0,70
133,1.5,What is a variable?,A location in memory that can store a value.,"a placeholder to hold information used in the program... for example: int can hold: 1, 2, 3, 4, 68, 72, 256, etc. float can hold: 1.54, 55.55, 1.24, 5.657, 8.8123, et. char can hold: A, B, C, D, E, F, !, 4, 5, 6, P, etc. ",4.0,5.0,4.5,133,0,74
134,1.5,What is a variable?,A location in memory that can store a value.,a stored value used bi the program,4.0,5.0,4.5,134,1,89
135,1.5,What is a variable?,A location in memory that can store a value.,"A way to store different values into the program, such as numbers, words, letters, etc.",4.0,5.0,4.5,135,0,84
136,1.5,What is a variable?,A location in memory that can store a value.,An object with a location in memory where value can be stored,2.0,5.0,3.5,136,0,71
137,1.5,What is a variable?,A location in memory that can store a value.,location in memory where a value can be stored,5.0,5.0,5.0,137,0,83
138,1.5,What is a variable?,A location in memory that can store a value.,a variable is an object where data is stored.,2.0,5.0,3.5,138,0,84
139,1.5,What is a variable?,A location in memory that can store a value.,Location in memory where a value can be stored.,5.0,5.0,5.0,139,0,87
140,1.5,What is a variable?,A location in memory that can store a value.,it is a location in memory where value can be stored,5.0,5.0,5.0,140,0,85
141,1.5,What is a variable?,A location in memory that can store a value.,A variable is the location in a computer's memory where a value can be stored for use by a program.,5.0,5.0,5.0,141,0,83
142,1.5,What is a variable?,A location in memory that can store a value.,A variable is a location in a computers memory where a value can be stored   for use by a program.,5.0,5.0,5.0,142,0,91
143,1.5,What is a variable?,A location in memory that can store a value.,a location in memory where data can be stored and retrieved,5.0,5.0,5.0,143,0,61
144,1.5,What is a variable?,A location in memory that can store a value.,"Is a method or identifier I would sai,  we use to bind a data object to memori locashen; which is then stored in a locashen that can be accsed when and manipulated later when the variable name is called. ",5.0,5.0,5.0,144,1,87
145,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),"They can be declarid right befori they ari used, but it is a good practice to declari them at the beginning of the program and label what they ari food.",1.0,3.0,2.0,145,0,87
146,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),In the Funcshen main() befori using the variable.,1.0,5.0,3.0,146,0,83
147,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),"Local variabls ari declarid enside the method or function they will be used en at the begenneng of the method. Global variabls ari declarid outide of any function or method, generally befori functions ari defened.",5.0,5.0,5.0,147,0,73
148,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),Variabls ari declarid wheri ever it is defined either inside a block localli or outside a block globalli.,4.0,5.0,4.5,148,0,90
149,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),Variabls ari declarid befori thei ari actualli used. Thei can be declarid befori maen() to use globalli,3.0,5.0,4.0,149,0,93
150,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),"For good programing practice they should be declared before main(), but should at least be declared before they are used.",2.0,3.0,2.5,150,0,75
151,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),"They can be declared globally just before the main method (but also outside of it)... or variables can be subject to only the method they're scoped within, but would still be declared at the beginning of that method (but inside of it).",5.0,5.0,5.0,151,0,80
152,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),local variables are declared inside the method while global variables are declared in the body.,5.0,5.0,5.0,152,0,77
153,1.6,Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),#NAME?,1.0,3.0,2.0,153,0,77
